oclc,authorName,authorDates,ENDFullTitle,pubLocationStatement,pubDateTranscribed,format,formatStatement,generalNotes,paratextTitleControlled,paratext,epigraphBoolean,narrativeFormPrimary,narrativeFormAdditional,nonProseForms,inscriptionBoolean,marginaliaBoolean,translationClaimControlled,titleOtherWorks,titleNouns,titleAdjectives,titlePlaces,titleNames,titleVerbs,titleObjects,titleAdverbs,catalogedBy,Column,Column 29,Column 30,Column 31
,"Swift, Jonathan,",1667-1745,"Travels into several remote nations of the world; by Lemuel Gulliver. First a surgeon, and then a captain of several ships. In four parts. Part I. A voyage to Lilliput. Part II. A voyage to Brobdingnag. Part III. A voyage to Laputa, Balnibarbi, Luggnagg, Glubbdubdrib, and Japan. Part IV. A voyage to the country of the Houyhnhnms.",London,1755,Quarto,,"From Penn Franklin catalog: Also issued as Vol. I, Part II of Swift's 'Works', London, 1755., Maps on flyleaves between 68 and 69, 140 and 141, 156 and 157, 206 and [207]; diagram of Laputan language (as described in text) between 170 and 171, Penn libraries/Annenberg rare books collection bookplate","Table of contents, To the reader, Letter, Footnotes","Descriptions of chapters, organized into four parts, The author of these travels, Mr. Lemuel Gulliver, is my antient and intimate friend; there is likewise some relation between us on the mother's side., I hope you will be ready to own publickly, whenever you shall be called to it, that by your great and frequent urgency you prevailed on me to publish a very loose and uncorrect account of my travels, with direction to hire some young gentlemen of either university to put them in order, and correct the style, as my cousin Dampier did by my advice in his book called, A voyage round the world., Some are attributed to Swift's friend Lord Orrery's 1751 commentary; others are unattributed, and occasionally comment on or correct Orrery's notes (e.g. p. 111, p. 166, p. 183).  These notes explain rather than expand the satire; the opposite of the famously vertiginous Swiftian footnote.  Footnotes on pages 4 (in Letter from Gulliver to Simpson), [1] (main text), 10, 12, 14, 15, 19, 21, 23, 29, 33, 35, 44, 54, 57, 72, 89, 90, 92, 111, 126, 129, 132, 139, 146, 152, 166, 178, 182, 183, 184, 185, 199, 202, 203, 208, 217, 232, 234-5, 236, 240, 248, 250, 256, 257, 286",0,First-person,,,0,1,,,"Travel, Nation",,,,,,,,,,,
,"Swift, Jonathan,",1667-1745.,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The fifth edition, corrected.",London.,1751,Duodecimo,In four parts.,"Illustrations appear between pages: frontispiece, 1-2, 70-71, 144-145, 176-177, 212-213.",Table of Contents,Contains small descriptions of each part and chapter.,0,,First-person,,1,0,,,"Travel, Nation, World, Part, Surgeon, Captain, Ship, Edition","Several, Remote, Four, Fifth, Corrected",,Lemuel Gulliver,,Ship,,EJM 8/6/14 Swarthmore College TJT,,,,
,"Behn, Aphra, ",1640-1689.,The court of the king of Bantam.,London,1718,Octavo,,"Title on first page: ""The court of the king of Bantam.",,,0,"Third-person, First-person",,Poems,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,The adventure of the black-lady.,London,1718,Octavo,,"Title on first page: ""The adventure of the black-lady."" Black-lady is in black letter type",,,0,Third-person,First-person,,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,"The unfortunate bride: or, the blind lady a beauty.  A novel.  By Mrs. A. Behn.",London,1700,Octavo,,"The dedication is followed by a printer's note at the foot of the page.  It reads, ""Place this epistle dedicatory next after the title of the blind lady."", Page 8 is misnumbered 9. After page 15, the following pages are misnumbered 14 and 15 again, after which normal numbering carries on from 16.",Dedication,"Honour'd Sir, Eminent wit, Sir, no more than eminent beauty, can escape the trouble and presumption of addresses; and that which can strike every body with wonder, can never avoid the praise which naturally flows from the wonder: and heaven is forc'd to hear the addresses as well as praises of the poor as rich, of the ignorant as learned, and takes, nay rewards, the officious, tho' perhaps impertinent zeal of its leas qualify'd devotees."", The dedication is signed ""S. Briscoe.",0,Third-person,Letters,Poems,0,0,,,"Bride, Lady, Beauty, Novel","Unfortunate, Blind",,Mrs. A. Behn,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689,"The dumb virgin: or, the force of imagination.  A novel.  Written by Mrs. Behn.",London,1700,Octavo,,"The dedication is followed by a printer's note at the foot of the page.  It reads, ""Place this next after the title of The dumb virgin."""", ""In the page number for pg 63, the 3 is printed backwards.  Page numbers 90 and 91 are swapped.","Dedication, Dedication","""My lord, I presume to lay the following novel at your lordships feet, written by the late celebrated Mrs. Behn: in hopes that your unwearied generosity, and candor, of which the living daily participate, may afford protection to the dead, and especially to one who deserved so well of the world while she was in it. [...]"""", ""The dedication is signed by ""S. Briscoe.""  Likely bookseller Samuel Briscoe"", ""This dedication appears immediately following the text of ""The dumb virgin,"" and before the title page to ""The wandring beauty.""  There is nothing in the text of the dedication to indicate to which work it pertains."", ""The dedication is signed by ""S. Briscoe."" Likely bookseller Samuel Brisoe",0,Third-person,First-person,"Letters, Poems",0,0,,,"Virgin, Force, Imagination, Novel","Dumb, Written",,Mrs. Behn,,,,JRH,,,,
,"Behn, Aphra, ",1640-1689.,The fair jilt.,London,1718,Octavo,,"Full title on first page: ""The fair jilt; or, the amours of Prince Tarquin and Miranda."", Contains tale within tale subheaded ""The Story of Prince Henrick."" which is enclosed entirely in quotation marks",,,0,"Third-person, First-person",,,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,"Oroonoko: or, the royal slave.",London,1718,Octavo,,,,,0,"First-person, Third-person",,,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,The argument.,London,1718,Octavo,,"Main body of text is divided into chapters by hour of the day, Title on first page - ""The lover's watch: or, the art of making love."", Title of second part (response from addressee of first part, or coda to text) - ""The case for the watch."", ""The case for the watch"" is organized into ""Cyphers,"" or ornamental initials for the ""watch case"" and their meaning (e.g. I and D for the protagonists' names, L and E ""which signifies, Love Extreme"")",Argument,"'Tis in the most happy and august court of the best and greatest monarch of the world, that Damon, a young nobleman, whom we will render under that name, languishes for a maid of quality, who will give us leave to call her Iris. [...] But as I do not here design to relate the adventures of these two amiable persons, nor give you all the Billet-douxes that past between them; you shall here find nothing but the watch, this charming maid sent her impatient lover.",0,Epistolary,,Poems,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,The lucky mistake.,London,1718,Octavo,,"Title on first page: ""The lucky mistake: a new novel.",,,0,Third-person,Letters,,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,"The nun; or, the perjured beauty.",London,1718,Octavo,,"Title on first page: ""The nun: or, the perjured beauty. A true novel.",,,0,Third-person,Letters,,0,0,,,,,,,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,The unfortunate happy lady.  A true history.  By Mrs. A. Behn.,London,1700,Octavo,,"The dedication is followed by a printer's note at the foot of the page.  It reads, ""Place this epistle dedicatory next after the title of The unhappy fortunate lady."", Page 28 is misnumbered 29.",Dedication,"Honour'd Sir, if so considerable a name as Mrs. Behn's did not justifie my choice of your patronage, Sir, for the following novel, I might perhaps be thought too presumptuous, in sheltring The unhappy fortunate under your name: [...]",0,First-person,Third-person,,0,0,,,"Lady, History","Unfortunate, Happy, True",,Mrs. A. Behn,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.," The unhappy mistake: or, the impious vow punish'd.  By Mrs. A. Behn.",London,1698,Octavo,,"The dedication is followed by a printer's note at the botton of the page.  It reads, ""Place this dedication next after the title of The unhappy mistake.",Dedication,"Honoured sir, I am told that dedications were originally only made to men of known merit, whose sense and learning had gain'd such a reputation in the world, that their names prefix'd, stamp'd the book current, and made it receiv'd by all as such. [...]"", The dedication is signed ""Sam. Briscoe.",0,Third-person,Letters,,0,0,,,"Mistake, Vow","Unhappy, Impious, Punish'd, Punished",,Mrs. A. Behn,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,"The wandring beauty. Or, the lucky fair one. By Mrs. A. Behn.",London,1700,Octavo,,"The dedication to Darwentwater is followed by a printer's note at the foot of the page.  It reads, ""Next after The wandring beauty."", It is unclear whether the dedication to Smith is meant to refer to this work or the preceding work, ""The Dumb Virgin.""  This dedication falls right after the end of ""Dumb Virgin"" and before the title page of ""Wandring Beauty","Dedication, Dedication","My lord, being to publish these last remains of the celebrated Mrs. Behn, I cou'd not lose so proper an occasion of shewing the respect and value I have for your lordship. [...]"", The dedication is signed ""Sam. Briscoe."", This dedication appears immediately following the text of ""The dumb virgin,"" and before the title page to ""The wandring beauty.""  There is nothing in the text of the dedication to indicate to which work it pertains., The dedication is signed by ""S. Briscoe."" Likely bookseller Samuel Brisoe",0,First-person,Third-person,,0,0,,,Beauty,"Wandring, Wandering, Lucky, Fair",,Mrs. A. Behn,,,,JRH 6/23/2014 Swarthmore College NAA,,,,
,"Behn, Aphra, ",1640-1689.,"The theory or system of several new inhabited worlds, lately discover'd and pleasantly describ'd, in five nights conversation with Madam the Marchioness of *****. Written in French by the famous Mons. Fontanelle. Made English by Mrs. Behn.",London,1700,Octavo,,"Page numbering is nonconsecutive, with 1-96 followed by 81-98., Title on first page: ""A theory of the system of several new inhabited worlds. Written originally in French.""  ""Written originally in French"" is in black letter","Dedication, Preface, Letter, Essay","My lord, these following dialogues or discourses are the product of the ingenious and learned Monsieur Fontanelle, and translated into English by the Sapho of our nation, the incomparable Mrs. Behn: this I mention, my lord, to lessen the presumption I may else seem guilty of in prefixing your lordship's name before them. [...]"", The dedication is signed by Sam. Briscoe, ""I find my self reduced almost to the same condition in which Cicero was, when he undertook to put matters of philosophy into Latin; which, till that time, had never been treated of, but in Greek. [...}, ""Sir, you expect I should give you an exact account in what manner I pass'd my time in the country, at the castle of Madam the Marquiese of -----, but I am afraid this account will enlarge itself to a volume, and that which is worse, to a volume of philosophy [...]"", The general Applause this little Book of the Discovery of several new Worlds has met with, both in France and England in the Original, made me attempt to translate it into English.",0,First-person,,,0,0,Translation,,"Theory, System, World, Conversation, French","Written, Several, New-inhabited, Inhabited, Discovered, Describ'd, Described, Five, Translated, Famous",,"Mrs. Behn, Madam the Marchioness of *****, Mons. Fontanelle",,,"Newly, Lately, Pleasantly",JRH 6/23/2014 Swarthmore College NAA,,,,
